9335	2.81657	1
25412	1.54533	1
163672	0.585241	1
167283	2.39446	1
207661	3.76555	1
224013	0.909301	1
231283	2.26765	1
245099	3.77405	1
245306	3.70246	1
302989	2.37137	1
306621	3.1266	1
310943	0.431524	1
332775	1.73255	1
350700	2.4925	1
350700	1.42234	1
361292	1.16753	1
389110	1.93039	1
396172	0.779287	1
399789	0.592975	1
439906	3.1066	1
443755	3.03734	1
451376	3.03348	1
494239	2.17393	1
511840	0.46312	1
531532	2.79496	1
542934	3.00136	1
609022	2.42015	1
615801	1.38506	1
638974	2.38829	1
661787	2.84775	1
672807	3.21517	1
691650	3.65241	1
691701	3.78188	1
694020	0.282189	1
741876	4.24484	1
768699	3.17135	1
772474	3.23258	1
785627	2.32207	1
785627	0.510415	1
813504	2.95679	1
915320	0.708139	1
922399	2.46718	1
978803	4.08452	1
994422	3.42494	1
